CODIGO_REGION|NOMBRE_REGION
02093000800|CIRCUITO 800
02093000801|CIRCUITO 801
02093000802|CIRCUITO 802
02093000803|CIRCUITO 803
02093000804|CIRCUITO 804
02094000806|CIRCUITO 806
02094000807|CIRCUITO 807
02094000808|CIRCUITO 808
01007000081|CIRCUITO 81
07013000081|CIRCUITO 81
09007000081|CIRCUITO 81
05013000081|CIRCUITO 81
04006000081|CIRCUITO 81
23007000081|CIRCUITO 81
03009000081|CIRCUITO 81
06011000081|CIRCUITO 81
02094000810|CIRCUITO 810
02094000811|CIRCUITO 811
02094000812|CIRCUITO 812
02094000813|CIRCUITO 813
02095000815|CIRCUITO 815
02095000816|CIRCUITO 816
02095000817|CIRCUITO 817
02095000818|CIRCUITO 818
02095000819|CIRCUITO 819
23007000082|CIRCUITO 82
03010000082|CIRCUITO 82
04006000082|CIRCUITO 82
07014000082|CIRCUITO 82
09008000082|CIRCUITO 82
06011000082|CIRCUITO 82
01007000082|CIRCUITO 82
05013000082|CIRCUITO 82
02095000820|CIRCUITO 820
02095000821|CIRCUITO 821
02096000823|CIRCUITO 823
02096000824|CIRCUITO 824
02096000825|CIRCUITO 825
02096000826|CIRCUITO 826
02096000827|CIRCUITO 827
02096000828|CIRCUITO 828
02096000829|CIRCUITO 829
23007000083|CIRCUITO 83
01007000083|CIRCUITO 83
09009000083|CIRCUITO 83
06012000083|CIRCUITO 83
04006000083|CIRCUITO 83
07014000083|CIRCUITO 83
05014000083|CIRCUITO 83
03010000083|CIRCUITO 83
02007000083|CIRCUITO 83
02096000830|CIRCUITO 830
02097000832|CIRCUITO 832
02097000833|CIRCUITO 833
02097000834|CIRCUITO 834
02097000835|CIRCUITO 835
02097000836|CIRCUITO 836
02097000837|CIRCUITO 837
02098000839|CIRCUITO 839
0701400083A|CIRCUITO 83A
04006000084|CIRCUITO 84
01007000084|CIRCUITO 84
05014000084|CIRCUITO 84
07014000084|CIRCUITO 84
06012000084|CIRCUITO 84
09009000084|CIRCUITO 84
02007000084|CIRCUITO 84
23007000084|CIRCUITO 84
03010000084|CIRCUITO 84
02098000840|CIRCUITO 840
02098000841|CIRCUITO 841
02098000842|CIRCUITO 842
02098000843|CIRCUITO 843
02098000844|CIRCUITO 844
02099000846|CIRCUITO 846
02099000847|CIRCUITO 847
02099000848|CIRCUITO 848
02099000849|CIRCUITO 849
0209900849A|CIRCUITO 849A
0701400084A|CIRCUITO 84A
05014000085|CIRCUITO 85
03010000085|CIRCUITO 85
06012000085|CIRCUITO 85
01007000085|CIRCUITO 85
23008000085|CIRCUITO 85
02007000085|CIRCUITO 85
02099000850|CIRCUITO 850
02099000851|CIRCUITO 851
02099000852|CIRCUITO 852
02101000854|CIRCUITO 854
02101000855|CIRCUITO 855
0210100855A|CIRCUITO 855A
02101000856|CIRCUITO 856
02101000857|CIRCUITO 857
0210100857A|CIRCUITO 857A
0210100857B|CIRCUITO 857B
02101000858|CIRCUITO 858
03010000086|CIRCUITO 86
02007000086|CIRCUITO 86
23008000086|CIRCUITO 86
06012000086|CIRCUITO 86
07015000086|CIRCUITO 86
01007000086|CIRCUITO 86
05014000086|CIRCUITO 86
04006000086|CIRCUITO 86
02102000860|CIRCUITO 860
02102000861|CIRCUITO 861
02102000862|CIRCUITO 862
0210200862A|CIRCUITO 862A
02102000863|CIRCUITO 863
0210200863A|CIRCUITO 863A
02102000864|CIRCUITO 864
0210200864A|CIRCUITO 864A
02103000866|CIRCUITO 866
02103000867|CIRCUITO 867
02103000868|CIRCUITO 868
02103000869|CIRCUITO 869
01008000087|CIRCUITO 87
07015000087|CIRCUITO 87
05014000087|CIRCUITO 87
03010000087|CIRCUITO 87
04006000087|CIRCUITO 87
02007000087|CIRCUITO 87
06013000087|CIRCUITO 87
23008000087|CIRCUITO 87
02103000870|CIRCUITO 870
02104000871|CIRCUITO 871
0210400871A|CIRCUITO 871A
0210400871B|CIRCUITO 871B
0210400871C|CIRCUITO 871C
02105000872|CIRCUITO 872
02105000873|CIRCUITO 873
02105000874|CIRCUITO 874
02105000875|CIRCUITO 875
02105000876|CIRCUITO 876
02105000877|CIRCUITO 877
02105000878|CIRCUITO 878
0210500878A|CIRCUITO 878A
02105000879|CIRCUITO 879
0210500879A|CIRCUITO 879A
0501400087A|CIRCUITO 87A
06013000088|CIRCUITO 88
05014000088|CIRCUITO 88
02007000088|CIRCUITO 88
07015000088|CIRCUITO 88
01008000088|CIRCUITO 88
23008000088|CIRCUITO 88
03010000088|CIRCUITO 88
04006000088|CIRCUITO 88
02105000880|CIRCUITO 880
0210500880A|CIRCUITO 880A
0210500880B|CIRCUITO 880B
02105000881|CIRCUITO 881
02105000882|CIRCUITO 882
0210500882A|CIRCUITO 882A
02106000887|CIRCUITO 887
02106000888|CIRCUITO 888
02106000889|CIRCUITO 889
02007000089|CIRCUITO 89
01008000089|CIRCUITO 89
05014000089|CIRCUITO 89
23008000089|CIRCUITO 89
06013000089|CIRCUITO 89
07015000089|CIRCUITO 89
04006000089|CIRCUITO 89
03010000089|CIRCUITO 89
02106000890|CIRCUITO 890
02106000891|CIRCUITO 891
02106000892|CIRCUITO 892
0210600892A|CIRCUITO 892A
02106000893|CIRCUITO 893
02106000894|CIRCUITO 894
02106000895|CIRCUITO 895
2300100008A|CIRCUITO 8A
0400100008A|CIRCUITO 8A
0400100008B|CIRCUITO 8B
0400100008C|CIRCUITO 8C
08007000140|CIRCUITO 8° DTO - ALBARDON
23001000009|CIRCUITO 9
04001000009|CIRCUITO 9
09001000009|CIRCUITO 9
24002000009|CIRCUITO 9
06001000009|CIRCUITO 9
05001000009|CIRCUITO 9
07001000009|CIRCUITO 9
01001000009|CIRCUITO 9
03001000009|CIRCUITO 9
14014000071|CIRCUITO 9 DE JULIO
02007000090|CIRCUITO 90
01008000090|CIRCUITO 90
05014000090|CIRCUITO 90
07015000090|CIRCUITO 90
03011000090|CIRCUITO 90
04006000090|CIRCUITO 90
23008000090|CIRCUITO 90
06013000090|CIRCUITO 90
02107000901|CIRCUITO 901
0210700901A|CIRCUITO 901A
0210700901B|CIRCUITO 901B
02107000902|CIRCUITO 902
02107000903|CIRCUITO 903
02107000904|CIRCUITO 904
02107000905|CIRCUITO 905
02107000906|CIRCUITO 906
02107000907|CIRCUITO 907
02107000908|CIRCUITO 908
02107000909|CIRCUITO 909
05015000091|CIRCUITO 91
02007000091|CIRCUITO 91
06013000091|CIRCUITO 91
04007000091|CIRCUITO 91
07015000091|CIRCUITO 91
03011000091|CIRCUITO 91
01009000091|CIRCUITO 91
23008000091|CIRCUITO 91
02107000910|CIRCUITO 910
02107000911|CIRCUITO 911
02108000913|CIRCUITO 913
02108000914|CIRCUITO 914
02108000915|CIRCUITO 915
02108000916|CIRCUITO 916
02108000917|CIRCUITO 917
02108000918|CIRCUITO 918
02108000919|CIRCUITO 919
0400700091A|CIRCUITO 91A
0400700091B|CIRCUITO 91B
0400700091C|CIRCUITO 91C
02007000092|CIRCUITO 92
07015000092|CIRCUITO 92
23008000092|CIRCUITO 92
04007000092|CIRCUITO 92
03011000092|CIRCUITO 92
06013000092|CIRCUITO 92
01009000092|CIRCUITO 92
05015000092|CIRCUITO 92
02108000920|CIRCUITO 920
02108000921|CIRCUITO 921
02108000922|CIRCUITO 922
02109000924|CIRCUITO 924
02109000925|CIRCUITO 925
02109000926|CIRCUITO 926
02109000927|CIRCUITO 927
02110000929|CIRCUITO 929
0211000929A|CIRCUITO 929A
06013000093|CIRCUITO 93
05015000093|CIRCUITO 93
03011000093|CIRCUITO 93
01009000093|CIRCUITO 93
07015000093|CIRCUITO 93
04007000093|CIRCUITO 93
02007000093|CIRCUITO 93
23008000093|CIRCUITO 93
02110000930|CIRCUITO 930
02110000931|CIRCUITO 931
02111000933|CIRCUITO 933
0211100933A|CIRCUITO 933A
0211100933B|CIRCUITO 933B
0211100933C|CIRCUITO 933C
0211100933D|CIRCUITO 933D
0211100933E|CIRCUITO 933E
0211100933F|CIRCUITO 933F
0211100933G|CIRCUITO 933G
0211100933H|CIRCUITO 933H
0211100933I|CIRCUITO 933I
0211100933J|CIRCUITO 933J
0211100933K|CIRCUITO 933K
0211100933L|CIRCUITO 933L
0211100933M|CIRCUITO 933M
02111000934|CIRCUITO 934
02111000935|CIRCUITO 935
02111000936|CIRCUITO 936
02111000937|CIRCUITO 937
02111000938|CIRCUITO 938
02111000939|CIRCUITO 939
07015000094|CIRCUITO 94
23009000094|CIRCUITO 94
04007000094|CIRCUITO 94
01009000094|CIRCUITO 94
05015000094|CIRCUITO 94
06013000094|CIRCUITO 94
03011000094|CIRCUITO 94
02111000940|CIRCUITO 940
02112000944|CIRCUITO 944
02112000945|CIRCUITO 945
02112000946|CIRCUITO 946
02112000947|CIRCUITO 947
02112000948|CIRCUITO 948
02112000949|CIRCUITO 949
06013000095|CIRCUITO 95
05015000095|CIRCUITO 95
23009000095|CIRCUITO 95
07015000095|CIRCUITO 95
04007000095|CIRCUITO 95
01009000095|CIRCUITO 95
03011000095|CIRCUITO 95
02116000951|CIRCUITO 951
02114000953|CIRCUITO 953
02114000954|CIRCUITO 954
02114000955|CIRCUITO 955
0211400955A|CIRCUITO 955A
0211400955B|CIRCUITO 955B
02114000956|CIRCUITO 956
02115000957|CIRCUITO 957
02115000958|CIRCUITO 958
03011000096|CIRCUITO 96
07015000096|CIRCUITO 96
23009000096|CIRCUITO 96
01009000096|CIRCUITO 96
05016000096|CIRCUITO 96
06013000096|CIRCUITO 96
02115000960|CIRCUITO 960
02115000961|CIRCUITO 961
0211500961A|CIRCUITO 961A
0211500961B|CIRCUITO 961B
0211500961C|CIRCUITO 961C
0211500961D|CIRCUITO 961D
02117000964|CIRCUITO 964
02117000968|CIRCUITO 968
02117000969|CIRCUITO 969
0400700096A|CIRCUITO 96A
03011000097|CIRCUITO 97
06013000097|CIRCUITO 97
01009000097|CIRCUITO 97
23009000097|CIRCUITO 97
05016000097|CIRCUITO 97
07015000097|CIRCUITO 97
04007000097|CIRCUITO 97
02117000970|CIRCUITO 970
02117000972|CIRCUITO 972
02117000973|CIRCUITO 973
0211700973A|CIRCUITO 973A
02117000975|CIRCUITO 975
0211700975A|CIRCUITO 975A
0211700975B|CIRCUITO 975B
02117000977|CIRCUITO 977
06014000098|CIRCUITO 98
05016000098|CIRCUITO 98
04007000098|CIRCUITO 98
01009000098|CIRCUITO 98
02008000098|CIRCUITO 98
07015000098|CIRCUITO 98
23009000098|CIRCUITO 98
03011000098|CIRCUITO 98
02121000980|CIRCUITO 980
02121000981|CIRCUITO 981
02121000982|CIRCUITO 982
02121000983|CIRCUITO 983
02121000984|CIRCUITO 984
02121000985|CIRCUITO 985
02121000986|CIRCUITO 986
02121000987|CIRCUITO 987
02121000988|CIRCUITO 988
02121000989|CIRCUITO 989
05016000099|CIRCUITO 99
06014000099|CIRCUITO 99
03012000099|CIRCUITO 99
02008000099|CIRCUITO 99
23009000099|CIRCUITO 99
04007000099|CIRCUITO 99
01009000099|CIRCUITO 99
07015000099|CIRCUITO 99
02121000990|CIRCUITO 990
02121000991|CIRCUITO 991
02122000993|CIRCUITO 993
0212200993A|CIRCUITO 993A
02122000994|CIRCUITO 994
02122000995|CIRCUITO 995
02122000996|CIRCUITO 996
02122000997|CIRCUITO 997
02122000998|CIRCUITO 998
02122000999|CIRCUITO 999
0500100009A|CIRCUITO 9A
0400100009A|CIRCUITO 9A
0700100009A|CIRCUITO 9A
2300100009A|CIRCUITO 9A
0400100009B|CIRCUITO 9B
0400100009C|CIRCUITO 9C
0400100009D|CIRCUITO 9D
0400100009E|CIRCUITO 9E
0400100009F|CIRCUITO 9F
0400100009G|CIRCUITO 9G
14010000061|CIRCUITO A. DEL VALLE
14004000024|CIRCUITO A.DEL MEDIO
2100600388B|CIRCUITO AARON CASTELLANOS
1001200106A|CIRCUITO ABDON CASTRO TOLAY
1701000049H|CIRCUITO ABRA DE SANTA CRUZ
22006000057|CIRCUITO ABRA GRANDE
1700700030A|CIRCUITO ABRA GRANDE
10010000085|CIRCUITO ABRA MAYO
1001200099A|CIRCUITO ABRA PAMPA
10012000107|CIRCUITO ABRALAITE
1101100039A|CIRCUITO ABRAMO
22015000128|CIRCUITO ABRAS
1700800044D|CIRCUITO ACAMBUCO
21013000341|CIRCUITO ACEBAL
22006000065|CIRCUITO ACOSTA
1701400065A|CIRCUITO ACOSTA
1701000049E|CIRCUITO ACOYTE
11019000076|CIRCUITO ADOLFO VAN PRAET
22016000137|CIRCUITO AEROLITO
13007000064|CIRCUITO AGRELO
1200300006B|CIRCUITO AGUA BLANCA
1001200102A|CIRCUITO AGUA CALIENTE-DONCELLAS
1001200099B|CIRCUITO AGUA CHICA
13017000129|CIRCUITO AGUA DEL TORO
13017000126|CIRCUITO AGUA ESCONDIDA
1600400012B|CIRCUITO AGUADA CECILIO
1600600024B|CIRCUITO AGUADA DE GUERRA
15003000330|CIRCUITO AGUADA SAN ROQUE
21016000177|CIRCUITO AGUARA GRANDE
1700800044A|CIRCUITO AGUARAY
1700700030B|CIRCUITO AGUAS BLANCAS
10004000035|CIRCUITO AGUAS CALIENTES
1201800061B|CIRCUITO AGUAYO
11015000055|CIRCUITO AGUSTONI
2200600049A|CIRCUITO AHI VEREMOS
2200800070A|CIRCUITO AHI VEREMOS
22018000159|CIRCUITO AHI VEREMOS
1200800031B|CIRCUITO AICUÑA
1200400009A|CIRCUITO AIMOGASTA
18009000070|CIRCUITO ALAMITO
14011000062|CIRCUITO ALBA POSSE
22015000130|CIRCUITO ALBARDON
2101300351A|CIRCUITO ALBARELLOS
08003000063|CIRCUITO ALCARAZ 1º
08003000068|CIRCUITO ALCARAZ 2º
1201300041C|CIRCUITO ALCAZAR
2100400377A|CIRCUITO ALCORTA
2102000418B|CIRCUITO ALDAO
21003000120|CIRCUITO ALDAO
08004000082|CIRCUITO ALDEA BRASILERA
08004000088|CIRCUITO ALDEA PROTESTANTE
08004000086|CIRCUITO ALDEA SALTO
08010000200|CIRCUITO ALDEA SAN ANTONIO
08010000201|CIRCUITO ALDEA SAN JUAN
08006000116|CIRCUITO ALDEA SAN MIGUEL
08001000033|CIRCUITO ALDEA SANTA MARIA
21017000276|CIRCUITO ALEJANDRA
11007000024|CIRCUITO ALG. DEL AGUILA
08006000115|CIRCUITO ALGARROBITOS
22016000138|CIRCUITO ALHUAMPA
16012000064|CIRCUITO ALLEN
14004000028|CIRCUITO ALMAFUERTE
1701500071B|CIRCUITO ALMIRANTE BROWN
11010000034|CIRCUITO ALPACHIRI
1200500014A|CIRCUITO ALPASINCHE
11019000077|CIRCUITO ALTA ITALIA
08008000152|CIRCUITO ALTAMIRANO NORTE
08008000154|CIRCUITO ALTAMIRANO SUD
1000800073B|CIRCUITO ALTO CALILEGUA
1000100010B|CIRCUITO ALTO COMEDERO
1700600029A|CIRCUITO ALTO DE LA SIERRA
18002000037|CIRCUITO ALTO DE SIERRA
1201000035A|CIRCUITO ALTO JAGUE
19001000013|CIRCUITO ALTO PELADO
1900100008A|CIRCUITO ALTO PENCOSO
13009000074|CIRCUITO ALTO SALVADOR
13009000073|CIRCUITO ALTO VERDE
1700600026A|CIRCUITO ALTO VERDE
21009000018|CIRCUITO ALTO VERDE
15010001000|CIRCUITO ALUMINE
15010001010|CIRCUITO ALUMINE FUERA DE RADIO
21013000343|CIRCUITO ALVAREZ
16001000119|CIRCUITO ALVAREZ GUERRERO
2101300362B|CIRCUITO ALVEAR
13018000132|CIRCUITO ALVEAR OESTE
22016000144|CIRCUITO AMAMA
1201100037A|CIRCUITO AMANA
12016000053|CIRCUITO AMBIL
1701800081A|CIRCUITO AMBLAYO
21016000180|CIRCUITO AMBROSETTI
2100600391A|CIRCUITO AMENABAR
16001000109|CIRCUITO AMERICA Y 20 DE JUNIO
22022000185|CIRCUITO AMICHA
2201700148A|CIRCUITO AMIMAN
12003000004|CIRCUITO AMINGA
1701300062A|CIRCUITO AMPASCACHI
08001000009|CIRCUITO ANACLETO MEDINA
22009000083|CIRCUITO ANCAJAN
19009000110|CIRCUITO ANCHORENA
1300800068A|CIRCUITO ANCON
15006000600|CIRCUITO ANDACOLLO
1701800082A|CIRCUITO ANGASTACO
21009000039|CIRCUITO ANGEL GALLARDO
21003000137|CIRCUITO ANGELICA
2101900208C|CIRCUITO ANGELONI
1700700033C|CIRCUITO ANGOSTO DEL PARANI
18018000138|CIRCUITO ANGUALASTO
11002000006|CIRCUITO ANGUIL
12006000021|CIRCUITO ANGUINAN
1200700028C|CIRCUITO ANGULOS
1200300005A|CIRCUITO ANILLACO
1701800079B|CIRCUITO ANIMANA
1200300008A|CIRCUITO ANJULLON
22006000050|CIRCUITO ANTAJE
08005000101|CIRCUITO ANTELO
1701500072C|CIRCUITO ANTILLAS
1200700029B|CIRCUITO ANTINACO
08001000042|CIRCUITO ANTONIO TOMAS
1700500022A|CIRCUITO APOLINARIO SARAVIA
14002000010|CIRCUITO APOSTOLES
08006000118|CIRCUITO ARANGUREN
11021000087|CIRCUITO ARATA
1200400011A|CIRCUITO ARAUCO
19008000089|CIRCUITO ARBOL SOLO
1001200100B|CIRCUITO ARBOLITO NUEVO
22006000056|CIRCUITO ARDILES
18003000043|CIRCUITO ARENAL DE APARICIO
21002000364|CIRCUITO AREQUITO
22003000030|CIRCUITO ARGENTINA
19009000111|CIRCUITO ARIZONA
2101300341B|CIRCUITO ARMINDA
21001000402|CIRCUITO ARMSTRONG
21018000084|CIRCUITO AROCENA
22023000195|CIRCUITO ARRAGA
10005000043|CIRCUITO ARRAYANAL-LA CIENEGA-EL QUEMAD
13015000105|CIRCUITO ARROYITO
21009000026|CIRCUITO ARROYO AGUIAR
21007000245|CIRCUITO ARROYO CEIBAL
1000500042B|CIRCUITO ARROYO COLORADO
08018000315|CIRCUITO ARROYO GRANDE
1600700031B|CIRCUITO ARROYO LAS MINAS
21009000040|CIRCUITO ARROYO LEYES
16004000016|CIRCUITO ARROYO LOS BERROS
21013000345|CIRCUITO ARROYO SECO
16004000018|CIRCUITO ARROYO VENTANA
21016000184|CIRCUITO ARRUFO
21002000365|CIRCUITO ARTEAGA
18016000115|CIRCUITO ASTICA
13005000045|CIRCUITO ASUNCION
21003000121|CIRCUITO ATALIVA
11022000090|CIRCUITO ATALIVA ROCA
08016000293|CIRCUITO ATENCIO
08017000304|CIRCUITO ATENCIO AL ESTE
1700100004D|CIRCUITO ATOCHA
1700100004C|CIRCUITO ATOCHA PUEBLO
22024000200|CIRCUITO ATOJ POZO
15014001440|CIRCUITO ATREUCO
15014001430|CIRCUITO AUCAPAN
21003000133|CIRCUITO AURELIA
21007000225|CIRCUITO AVELLANEDA
1300300030B|CIRCUITO AVELLANEDA ESTE
1300300030A|CIRCUITO AVELLANEDA OESTE
22027000225|CIRCUITO AVERIAS
14002000012|CIRCUITO AZARA
22027000224|CIRCUITO AÑATUYA
15003000310|CIRCUITO AÑELO
15003000320|CIRCUITO AÑELO FUERA DE RADIO
16012006310|CIRCUITO B BAGLIANI Y OTROS
14017000081|CIRCUITO B DE IRIGOYEN
16009004125|CIRCUITO B ELFLEIN
16012006311|CIRCUITO B LA BARDA Y OTROS
16009004126|CIRCUITO B LEVALLE
16012006312|CIRCUITO B NUEVO
16012006305|CIRCUITO B SAN CAYETANO Y OTROS
16012006306|CIRCUITO B UNIVERSITARIO Y OTROS
14005000030|CIRCUITO B. CONCEPCION
1200400009B|CIRCUITO B.DE LOS P.
1701000051B|CIRCUITO BACOYA
22017000149|CIRCUITO BAEZ
19009000106|CIRCUITO BAGUAL
16013000075|CIRCUITO BAJADA COLORADA
15009000920|CIRCUITO BAJADA DEL AGRIO
08001000006|CIRCUITO BAJADA GRANDE
20004000012|CIRCUITO BAJO CARACOLES
22006000053|CIRCUITO BAJO GRANDE
1201800061A|CIRCUITO BAJO HONDO
1701500069A|CIRCUITO BALBOA
19001000006|CIRCUITO BALDE
19006000069|CIRCUITO BALDE DE ESCUDERO
1801600114A|CIRCUITO BALDES DEL ROSARIO
16013000076|CIRCUITO BALSA LAS PERLAS
1200800030B|CIRCUITO BANDA FLORIDA
22007000067|CIRCUITO BANDERA
22010000092|CIRCUITO BANDERA BAJADA
08014000257|CIRCUITO BANDERAS
1601200068B|CIRCUITO BARDA DEL MEDIO
15002000260|CIRCUITO BARDA NEGRA
1301700127A|CIRCUITO BARDAS BLANCAS
2202500215A|CIRCUITO BARRANCA
21018000087|CIRCUITO BARRANCAS
15004000450|CIRCUITO BARRANCAS
13010000080|CIRCUITO BARRIALES
18001000030|CIRCUITO BARRIO BARDIANI
2101300356A|CIRCUITO BARRIO CABIN NUEVE
18002000033|CIRCUITO BARRIO CADETES ARGENTINOS
2101800096A|CIRCUITO BARRIO CAIMA
18001000021|CIRCUITO BARRIO CHACABUCO
18001000007|CIRCUITO BARRIO COMANDANTE CABOT
18006000058|CIRCUITO BARRIO EDILCO
18001000026|CIRCUITO BARRIO FRAY MAMERTO ESQUIU
16001000102|CIRCUITO BARRIO GUIDO, INALAUQUEN
1300400034B|CIRCUITO BARRIO INFANTA
18001000015|CIRCUITO BARRIO INTA
18001000008|CIRCUITO BARRIO J.E.DE MALLEA
18003000040|CIRCUITO BARRIO LAPRIDA
1300400034E|CIRCUITO BARRIO MARIANO MOREN
18001000006|CIRCUITO BARRIO MISIONES
1300400034D|CIRCUITO BARRIO MUNICIPAL
08001000015|CIRCUITO BARRIO PARQUE
18001000022|CIRCUITO BARRIO PARQUE UNIVERSITARIO
18001000019|CIRCUITO BARRIO RESIDEN.DESAMPARADOS
18004000045|CIRCUITO BARRIO RIVADAVIA
18001000014|CIRCUITO BARRIO S.M.A.T.A.
2101200285B|CIRCUITO BARRIO SAN GENARO
18001000012|CIRCUITO BARRIO SAN MARTIN
1300100018A|CIRCUITO BARRIO SAN MARTIN
18001000010|CIRCUITO BARRIO URQUIZA
10015000122|CIRCUITO BARRIOS
10005000046|CIRCUITO BARRO NEGRO
2100700224A|CIRCUITO BARROS PAZOS
08009000175|CIRCUITO BASAVILBASO
08016000291|CIRCUITO BASUALDO
19009000102|CIRCUITO BATAVIA
21003000129|CIRCUITO BAUER Y SIGEL
19001000010|CIRCUITO BEAZLEY
22001000007|CIRCUITO BELGRANO
16001000108|CIRCUITO BELGRANO ESTE
16001000116|CIRCUITO BELGRANO OESTE
16012006313|CIRCUITO BELGRANO Y OTROS
19008000094|CIRCUITO BELLA ESTANCIA
21003000143|CIRCUITO BELLA ITALIA
12012000039|CIRCUITO BELLA VISTA
1701200056G|CIRCUITO BELLA VISTA
22013000118|CIRCUITO BELTRAN
22021000177|CIRCUITO BELTRAN
21002000366|CIRCUITO BERABEVU
18015000111|CIRCUITO BERMEJO
21007000222|CIRCUITO BERNA
21018000086|CIRCUITO BERNARDO DE IRIGOYEN
11006000019|CIRCUITO BERNARDO LARROUDE
11011000039|CIRCUITO BERNASCONI
1700300011C|CIRCUITO BETANIA
08006000119|CIRCUITO BETBEDER
21002000367|CIRCUITO BIGAND
1300100018B|CIRCUITO BO SANIDAD
1400200010A|CIRCUITO BO. ESTACION
2100400377B|CIRCUITO BOMBAL
14003000018|CIRCUITO BONPLAND
2200100004A|CIRCUITO BORGES
2100100404B|CIRCUITO BOUQUET
08003000065|CIRCUITO BOVRIL
13018000131|CIRCUITO BOWEN
08001000014|CIRCUITO BRETE
08010000205|CIRCUITO BRITOS
13009000072|CIRCUITO BUEN ORDEN
19009000101|CIRCUITO BUENA ESPERANZA
21008000407|CIRCUITO BUSTINZA
15004000440|CIRCUITO BUTA RANQUIL NORTE
15004000430|CIRCUITO BUTA RANQUIL SUR
15006000660|CIRCUITO BUTALON NORTE - HUINGANCO NORTE
10001000009|CIRCUITO B° ALMIRANTE BROWN
2200100003A|CIRCUITO B° CENTENARIO
10001000006|CIRCUITO B° CIUDAD DE NIEVA
10001000007|CIRCUITO B° CUYAYA Y MORENO
10001000008|CIRCUITO B° GORRITI-CORONEL ARIAS
2200100002A|CIRCUITO B° LIBERTAD
10001000005|CIRCUITO B°25 DE MAYO -LOS HUAICOS
10001000004|CIRCUITO B°BELGRANO Y SAN MARTIN
14005000029|CIRCUITO C. DE LA SIERRA
14004000027|CIRCUITO CAA YARI
21009000037|CIRCUITO CABAL
18019000142|CIRCUITO CABECERA DEL BARREAL
13007000062|CIRCUITO CACHEUTA
1702000089B|CIRCUITO CACHI
22017000148|CIRCUITO CACHI
1702000089C|CIRCUITO CACHI ADENTRO
21017000274|CIRCUITO CACIQUE ARIACAIQUIN
1700800043E|CIRCUITO CACIQUE CAMBAY
1701700077F|CIRCUITO CAFAYATE
1701700077A|CIRCUITO CAFAYATE
2100600385A|CIRCUITO CAFFERATA
15011001130|CIRCUITO CAICHIHUE
10007000070|CIRCUITO CAIMANCITO
15008000820|CIRCUITO CAJON DE ALMAZA
15005000560|CIRCUITO CAJON DEL CURILEUVU
21022000251|CIRCUITO CALCHAQUI
20001000003|CIRCUITO CALETA OLIVIA
1001100092B|CIRCUITO CALETE
11018000069|CIRCUITO CALEUFU
10007000064|CIRCUITO CALILEGUA
1702100094A|CIRCUITO CAMARA
1700800042A|CIRCUITO CAMPAMENTO VESPUCIO
1200700028A|CIRCUITO CAMPANAS
1700800040C|CIRCUITO CAMPICHUELO
18010000079|CIRCUITO CAMPO AFUERA
1700200008C|CIRCUITO CAMPO ALEGRE
21009000028|CIRCUITO CAMPO ANDINO
2200100007C|CIRCUITO CAMPO CONTRERAS
18012000087|CIRCUITO CAMPO DE BATALLA
13012000096|CIRCUITO CAMPO DE LOS ANDES
22016000133|CIRCUITO CAMPO DEL CIELO
21005000110|CIRCUITO CAMPO DEL MEDIO
1700800044B|CIRCUITO CAMPO DURAN
22004000034|CIRCUITO CAMPO GALLO
21012000294|CIRCUITO CAMPO GARAY
16012000068|CIRCUITO CAMPO GRANDE
22018000152|CIRCUITO CAMPO GRANDE
14010000060|CIRCUITO CAMPO GRANDE
2100700239A|CIRCUITO CAMPO HARDY
1701000049C|CIRCUITO CAMPO LA PAZ
1702100093A|CIRCUITO CAMPO QUIJANO
14008000048|CIRCUITO CAMPO RAMON
2100700221A|CIRCUITO CAMPO RAMSEYER
2100700230A|CIRCUITO CAMPO REDONDO
1700300011A|CIRCUITO CAMPO SANTO
14008000047|CIRCUITO CAMPO VIERA
08004000094|CIRCUITO CAMPS
13018000135|CIRCUITO CANALEJAS
19007000083|CIRCUITO CANDELARIA
14003000015|CIRCUITO CANDELARIA
21009000025|CIRCUITO CANDIOTI
10015000124|CIRCUITO CANGREJILLOS
1700800044G|CIRCUITO CAPIAZZUTTI
1300300030C|CIRCUITO CAPILLA DEL ROSARIO
14009000055|CIRCUITO CAPIOVI
2102000420A|CIRCUITO CAPITAN BERMUDEZ
1700600028C|CIRCUITO CAPITAN JUAN PAGE
21016000176|CIRCUITO CAPIVARA
1301300097A|CIRCUITO CAPIZ
1702100092A|CIRCUITO CARABAJAL
14012000066|CIRCUITO CARAGUATAY
21022000267|CIRCUITO CARAGUATAY
1001300111B|CIRCUITO CARAHUASI
21020000416|CIRCUITO CARCARAÑA
21021000160|CIRCUITO CARLOS PELLEGRINI
21006000386|CIRCUITO CARMEN
21013000350|CIRCUITO CARMEN DEL SAUCE
19002000021|CIRCUITO CAROLINA
08014000255|CIRCUITO CARPINCHORI
18012000088|CIRCUITO CARPINTERIA
19006000072|CIRCUITO CARPINTERIA
15013001330|CIRCUITO CARRAN CURA
08003000067|CIRCUITO CARRASCO
21006000387|CIRCUITO CARRERAS
1201300041E|CIRCUITO CARRIZAL
12007000027|CIRCUITO CARRIZAL
21008000409|CIRCUITO CARRIZALES
11012000043|CIRCUITO CARRO QUEMADO
13007000059|CIRCUITO CARRODILLA
10012000104|CIRCUITO CASABINDO
21018000101|CIRCUITO CASALEGNO
